Corpus,participants,Stat,Age,Activity,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,Verbs_Utt,FREQ_types,FREQ_tokens,Language,Group,Age(Month),MLU50_Words,MLU50_Morphemes,TNW_50,Clauses_per_sentence_50,NDW_100,*-PRESP,*-PL,*-POSS,*-PAST,*-S3
Leadholm Miller 1992,NA,Mean,NA,Conversation,137,100,NA,3.38,NA,NA,310,English,TD,3;0 to 3;11,NA,NA,NA,NA,118,3,7,1,2,2
Leadholm Miller 1992,NA,SD,NA,Conversation,34,100,NA,0.48,NA,NA,118,English,TD,3;0 to 3;11,NA,NA,NA,NA,20,2,4,2,2,3
Leadholm Miller 1992,NA,Mean,NA,Conversation,138,100,NA,4.22,NA,NA,384,English,TD,4;0 to 4;11,NA,NA,NA,NA,144,3,11,1,2,4
Leadholm Miller 1992,NA,SD,NA,Conversation,33,100,NA,1.02,NA,NA,90,English,TD,4;0 to 4;11,NA,NA,NA,NA,26,3,7,1,2,3
Leadholm Miller 1992,NA,Mean,NA,Conversation,149,100,NA,5.71,NA,NA,520,English,TD,5;0 to 5;11,NA,NA,NA,NA,181,5,15,2,4,7
Leadholm Miller 1992,NA,SD,NA,Conversation,27,100,NA,0.91,NA,NA,81,English,TD,5;0 to 5;11,NA,NA,NA,NA,25,4,8,2,3,5
Leadholm Miller 1992,NA,Mean,NA,Conversation,154,100,NA,5.49,NA,NA,499,English,TD,6;0 to 6;11,NA,NA,NA,NA,177,4,17,2,4,6
Leadholm Miller 1992,NA,SD,NA,Conversation,33,100,NA,0.97,NA,NA,86,English,TD,6;0 to 6;11,NA,NA,NA,NA,23,3,8,2,3,5
Leadholm Miller 1992,NA,Mean,NA,Conversation,170,100,NA,5.92,NA,NA,540,English,TD,7;0,NA,NA,NA,NA,192,4,17,2,5,6
Leadholm Miller 1992,NA,SD,NA,Conversation,32,100,NA,0.9,NA,NA,83,English,TD,7;0,NA,NA,NA,NA,19,3,6,2,3,5
Leadholm Miller 1992,NA,Mean,NA,Conversation,181,100,NA,6.5,NA,NA,592,English,TD,9;0,NA,NA,NA,NA,209,4,20,3,4,6
Leadholm Miller 1992,NA,SD,NA,Conversation,31,100,NA,10.6,NA,NA,95,English,TD,9;0,NA,NA,NA,NA,26,3,8,2,2,3
Leadholm Miller 1992,NA,Mean,NA,Conversation,169,100,NA,7.62,NA,NA,693,English,TD,11;0,NA,NA,NA,NA,229,6,20,5,6,7
Leadholm Miller 1992,NA,SD,NA,Conversation,38,100,NA,1.94,NA,NA,175,English,TD,11;0,NA,NA,NA,NA,38,4,7,4,4,5
Leadholm Miller 1992,NA,Mean,NA,Conversation,200,100,NA,6.99,NA,NA,637,English,TD,13;0,NA,NA,NA,NA,216,7,19,1,7,5
Leadholm Miller 1992,NA,SD,NA,Conversation,43,100,NA,1.43,NA,NA,134,English,TD,13;0,NA,NA,NA,NA,31,3,5,1,3,4
